gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000137496,5618.4303793161,-5.20709333305996,0.216938684660874,4.98521255166384e-129,3.08615814526439e-126
ENSG00000141655,5135.81953108303,1.96294268928368,0.0817059043879718,1.80015690885617e-128,1.09166658258492e-125
ENSG00000140853,7096.36734839165,-3.8997711060824,0.164148184412449,1.1040269423922e-126,6.56123211863683e-124
ENSG00000115415,30433.0861237505,-3.27752136097601,0.138181813507712,3.01986724806926e-126,1.75951677012506e-123
ENSG00000234518,337.333389256728,-3.41623872387076,0.144294886867558,7.98364864763639e-126,4.56219460700991e-123
ENSG00000142089,11743.8654241993,-3.4823431028004,0.152804026139773,7.0354268980349e-117,3.94448509953032e-114
ENSG00000104312,2469.88590870639,-2.32438245929424,0.104189222659141,1.59012818294168e-111,8.75012202890961e-109
ENSG00000204614,1503.04186510723,-8.35462504664394,0.383089045857551,9.21418303014218e-110,4.978171795285e-107
ENSG00000271503,206.937024303282,-7.04683589635754,0.32218187454373,1.20417707684345e-108,6.38966461400055e-106
ENSG00000150593,3816.3074650895,2.46940101159943,0.112555451554233,4.20589824271329e-108,2.16194105549657e-105
ENSG00000152778,1378.38842859452,-2.26056893764373,0.102938817262149,4.21984119868083e-108,2.16194105549657e-105
ENSG00000139117,250.938758103126,-4.53405740972642,0.207119351134643,4.81694413943973e-108,2.42602534073647e-105
ENSG00000138496,7986.0395119966,-4.00280093278663,0.184547480238152,3.14420805601562e-106,1.53164167843449e-103
ENSG00000185880,2598.14037530383,-2.54823058490261,0.11724044768201,3.1292103244994e-106,1.53164167843449e-103
ENSG00000119917,6897.02664634616,-6.00783114550129,0.277514379980905,8.50441170328838e-106,4.075945060697e-103
ENSG00000075213,1273.14743354208,-2.35912374051604,0.108982716860468,3.19035994452563e-105,1.50478644050125e-102
ENSG00000204267,6738.44873228671,-3.18175847006714,0.147984256402135,2.13572556153772e-104,9.91610704079582e-102
ENSG00000073910,491.533481009954,4.7691485614636,0.223587978658747,1.00554619992907e-102,4.5968931278296e-100
ENSG00000134470,1591.93107256741,-2.17098206755781,0.101494921128485,1.23835995808317e-102,5.57543426582447e-100
ENSG00000008517,94465.5390949891,-2.73250926510272,0.128482217867805,5.30252282571186e-102,2.35170844426907e-99
ENSG00000198682,5654.22566108645,1.93036345067677,0.0904450265604717,5.60616974190296e-102,2.44981373353892e-99
ENSG00000130775,287.063015813778,-3.66970574632414,0.173916014902057,9.26237347763702e-101,3.9888612737389e-98
ENSG00000166278,610.112345550261,-3.44531304941672,0.163458201151563,1.55626730269462e-100,6.60635469993864e-98
ENSG00000067066,5567.04259379299,-1.90188315222443,0.0899713762292989,4.55387022267525e-100,1.90589089671542e-97
ENSG00000102524,279.345624131643,-5.73276572090652,0.272629130608647,6.0552970509446e-100,2.49907155373359e-97
ENSG00000157601,7753.29681995543,-3.36525253082261,0.161068299486337,7.72828228995486e-99,3.14583435953437e-96
ENSG00000103642,2289.14180630111,-1.95613871465715,0.0943931009171416,2.51259533694048e-96,1.00894284374576e-93
ENSG00000198785,141.663719386308,-4.35280759811389,0.21164730018777,7.65967572252363e-96,3.03476352126386e-93
ENSG00000019582,66555.0895366172,-2.7462837483598,0.133753713931367,2.53227578728792e-95,9.90086513411324e-93
ENSG00000013374,4922.16069823848,-1.55569650928875,0.0757382806944878,1.69448440167776e-94,6.539169350111e-92
ENSG00000025708,10079.6220618964,-3.93910758060269,0.194656375742035,5.65839905056436e-93,2.15563240753231e-90
ENSG00000106605,560.591296677333,-2.16861978011161,0.106745790251466,7.02192037037289e-93,2.64121979500798e-90
ENSG00000134339,421.673539901927,-4.61551463168205,0.228415676894787,1.34092769453331e-92,4.98070830538218e-90
ENSG00000006210,18048.0906334874,-3.22912584262063,0.160277165239527,3.83939539786391e-92,1.40848931169785e-89
ENSG00000214274,225.646116677028,2.74909417666901,0.136671481885538,1.25314411774288e-91,4.5411192022841e-89
ENSG00000184557,780.187206031778,-6.04571856002603,0.303681447066982,4.48029472315726e-90,1.6039994903448e-87
ENSG00000137965,860.3928038817,-5.66281927489866,0.285446524068666,2.35233856903288e-89,8.32139768795382e-87
ENSG00000182578,81.5832311501532,-4.38404159843705,0.223279216962838,1.09685970848345e-87,3.83449249853951e-85
ENSG00000204397,445.549428552373,-3.85954345689417,0.196871237396583,1.67939912037052e-87,5.8027145188151e-85
ENSG00000090339,21622.3997595192,-4.03612420124732,0.207471947594657,3.32816879930663e-86,1.13674179162525e-83
ENSG00000177409,3883.15303884444,-3.92636259248239,0.202554968109489,1.25682041163969e-85,4.24391119680378e-83
ENSG00000135148,6180.12501284116,-2.49212737095175,0.128261155653169,1.57724805499234e-85,5.26605909596598e-83
ENSG00000173821,38622.1746771083,-3.51685673932545,0.181870352881007,3.12084422692521e-85,1.03039873558981e-82
ENSG00000231389,4709.88048679569,-5.7384895759116,0.299763068336503,1.77954216335765e-83,5.77231493076278e-81
ENSG00000174469,628.376621035212,-3.82681569209532,0.200078702022103,1.78715454696341e-83,5.77231493076278e-81
ENSG00000163840,6138.36072427595,-1.86335226847055,0.0967899042200597,1.89418563635074e-83,6.05222862195294e-81
ENSG00000243649,1261.82707486133,-1.93062560969831,0.100558183599323,4.63622008216396e-83,1.46558808235641e-80
ENSG00000108387,216.300882895499,-7.18647951694526,0.381020429740112,4.13665578222731e-82,1.29390238493563e-79
ENSG00000121858,14622.0671712045,-2.07066085882781,0.108752201476395,7.38237815529484e-82,2.28507673838111e-79
ENSG00000100342,6533.31829650873,-3.20984087268334,0.170187794857242,3.27643488731092e-81,1.00370373893241e-78
ENSG00000101347,2906.37785565937,-3.65543387778249,0.194613734643135,1.21645116162323e-80,3.68845370077901e-78
ENSG00000101144,3157.33503171101,1.93171446210767,0.102451766790575,3.29008903920995e-80,9.8752521010226e-78
ENSG00000225492,69.5290229507016,-6.45919958351113,0.347365296169957,2.70620206251795e-79,8.04147942877208e-77
ENSG00000049283,463.369821271002,2.31118064464655,0.124265431955188,1.79208985833626e-78,5.27247031093682e-76
ENSG00000144118,7839.56313421192,-1.79836012711185,0.0967704256275147,6.59924621505687e-78,1.9225156988276e-75
ENSG00000163121,919.948088257962,-3.25985616490932,0.176884856709171,1.00953816221063e-77,2.91246859127076e-75
ENSG00000174243,7618.8655513457,-0.945827076157651,0.0512637923588338,1.43784743689569e-77,4.10823428724572e-75
ENSG00000178685,3272.44912490181,-1.40481863742336,0.0763577299935657,2.13503263892146e-76,6.04214236814773e-74
ENSG00000168404,1766.07788744921,-2.37495108733982,0.130002241973671,6.9625155763201e-76,1.951803305192e-73
ENSG00000125571,171.994528253438,6.81814236997885,0.376748775411878,1.34385399292229e-75,3.73202069155943e-73
ENSG00000114019,2330.74352896301,-2.14061946079165,0.117627370003483,4.25368587062526e-75,1.1703544041262e-72
ENSG00000134326,1685.53407699086,-4.88605690037767,0.269963356480087,5.56200487205074e-75,1.51628417222925e-72
ENSG00000157216,2159.88229546963,1.44620576375857,0.0806290888058963,1.01317812472051e-72,2.73696254327909e-70
ENSG00000110446,1264.60677729369,-2.76818074271035,0.157165867376666,4.32892781030583e-71,1.15886567462376e-68
ENSG00000137200,2514.76456915953,-1.30784014560181,0.0739381585848492,6.31685697632447e-71,1.67594111653108e-68
ENSG00000174514,290.546529190308,3.17258052925345,0.181659656891993,3.7347715217231e-70,9.8211270591152e-68
ENSG00000134321,2241.18032962036,-6.19326804524322,0.355099254993766,4.33421988987196e-70,1.12974863182057e-67
ENSG00000123095,3954.56612552677,2.6777027987997,0.1538138314618,1.82367430460209e-69,4.71221582271749e-67
ENSG00000276644,236.629437072415,3.49308788887765,0.20186254224471,5.21528400517824e-69,1.3359669328782e-66
ENSG00000198535,740.890199890029,-6.95177572991123,0.403934460990263,6.64737950829057e-69,1.68826394947739e-66
ENSG00000275410,1165.11256282757,1.27856839495762,0.0734169123081199,6.99636635074322e-69,1.76183920434182e-66
ENSG00000159871,482.75074379416,-2.79983543103389,0.162246654921693,2.10540808630573e-68,5.2573278390399e-66
ENSG00000213886,44.1888193664611,-4.48920530683842,0.262538504311322,2.17738874734996e-67,5.39175888562535e-65
ENSG00000100100,1276.86934864259,1.75032885235128,0.102829659066314,9.08156909721274e-66,2.23023822912129e-63
ENSG00000136816,2258.92470904544,-1.04406602086975,0.0616637046931566,9.79330354872949e-66,2.38531159795489e-63
ENSG00000158516,67.1700195211086,-5.6862343990362,0.337411001200136,1.62400960722249e-65,3.92336955110702e-63
ENSG00000155066,3812.76286952578,1.7559812030887,0.103385502386042,1.69174007972366e-65,4.05403681201521e-63
ENSG00000100600,18576.533225412,-1.86772392275903,0.110434328143363,4.95477657399295e-65,1.1778494871696e-62
ENSG00000181192,3089.17376342986,-1.25346610146769,0.0749931474895992,1.02640720620566e-63,2.42061032796836e-61
ENSG00000010030,1870.09253913515,-2.66111476369554,0.16092160809888,5.29534246460154e-63,1.23898504988689e-60
ENSG00000111859,4456.44801706966,2.0538354696174,0.123713085939963,6.51904307182352e-63,1.51338566311903e-60
ENSG00000168994,551.743814272008,-2.13096498934327,0.128655537651822,1.04479492640403e-62,2.40667296419347e-60
ENSG00000102393,1132.76687934003,-1.38357929514043,0.0837631305925681,4.02459225587712e-62,9.12906556361746e-60
ENSG00000128203,293.551658692736,-1.69462676320729,0.102541800526794,3.9996726123437e-62,9.12906556361746e-60
ENSG00000163629,2715.44843989915,-2.51705307969382,0.153270958176539,4.63260637777928e-62,1.04286286754327e-59
ENSG00000153048,3886.94902324481,-2.0956033098748,0.12732573986086,6.39743811482364e-62,1.42932235775928e-59
ENSG00000179152,1802.92270861215,-1.4952461303399,0.0907316302172958,8.79036017872366e-62,1.94929516948338e-59
ENSG00000023909,2754.90368982429,-2.04116010738121,0.124161132093509,9.81612125884241e-62,2.1606373570852e-59
ENSG00000133321,3139.26962485917,-3.48845918896272,0.213942727417025,1.0741445666036e-61,2.34692689681073e-59
ENSG00000096968,4822.59709807008,-2.80788004736397,0.174214522133519,4.02258874025343e-60,8.72490689172486e-58
ENSG00000128422,869.26206783297,-6.38457977105779,0.398113230993439,5.77342227803012e-60,1.24316842747583e-57
ENSG00000059573,14134.7713506238,1.79480650894738,0.110772442245849,7.29458127424507e-60,1.55941354362728e-57
ENSG00000154359,790.048293353404,-0.914475605696622,0.0570877876388303,2.59272280436305e-59,5.50305415226058e-57
ENSG00000117834,277.663796290473,4.27558411870884,0.267754143490121,2.78233864016208e-59,5.8636306874054e-57
ENSG00000123815,1362.95945412891,-1.1250209039569,0.070375124920223,8.71610923321798e-59,1.82393792862727e-56
ENSG00000291086,2571.98639634475,-8.85753096822049,0.57899696508507,1.21635809398836e-57,2.52755809530519e-55
ENSG00000261150,24699.1833314222,-2.31266308646499,0.14650225188415,2.11237717255819e-57,4.35897831128936e-55
ENSG00000131507,5462.147817288,-1.65066302706638,0.104242530132635,3.08643834803829e-57,6.32507003530742e-55
ENSG00000203943,114.285156161416,3.37001622396406,0.215807918242746,7.04760907739698e-57,1.43438153243049e-54
ENSG00000179583,8501.73809055994,-4.43410859575256,0.284101243286135,9.01653345561874e-57,1.82262783424293e-54
ENSG00000112984,798.971890686808,2.85080235817999,0.182464622896999,9.83583017188129e-57,1.97480874025306e-54
ENSG00000111331,12734.0604496266,-2.82386122119343,0.181122565169439,1.71352187985309e-56,3.41726863488823e-54
ENSG00000168961,9711.33937173993,-1.31045526485814,0.0837705481315109,4.43326316475801e-56,8.78229432938561e-54
ENSG00000145569,914.645285194388,2.06922623978425,0.132529981235173,5.48709401872171e-56,1.07979469381666e-53
ENSG00000137824,1989.54517991667,-0.940819673018294,0.0605799432399323,6.01646102532084e-56,1.17617854846979e-53
ENSG00000154914,1330.8843531445,-1.69972519996673,0.108720310157277,7.12590615944444e-56,1.38396275508426e-53
ENSG00000170271,261.949785239859,3.27600022075346,0.21246221059423,1.58123518036696e-55,3.05106515484443e-53
ENSG00000253838,869.439803376195,-12.189197320288,0.79669973005965,2.25452065435982e-55,4.32213427382594e-53
ENSG00000075218,555.90362415311,2.53816608775432,0.164234969279031,2.35860864206108e-55,4.49269588454135e-53
ENSG00000204592,39238.4826581405,-2.16154516755414,0.139607984505706,3.43689463922251e-55,6.50492510856669e-53
ENSG00000187608,1052.52367916174,-4.18826265284209,0.273103093892532,5.55428842480523e-55,1.04459291482967e-52
ENSG00000108828,4070.42786603807,1.27454413912288,0.08243358792223,6.70433733086798e-55,1.25295209928769e-52
ENSG00000074370,2836.71389192208,2.73012101655161,0.177706059185219,6.82668669743177e-55,1.26784372008866e-52
ENSG00000115112,2475.61416536389,1.77899807317197,0.115267876766194,1.49238691431176e-54,2.75442715271888e-52
ENSG00000162614,463.149019036283,-4.80338383554509,0.315262909185345,3.27134046522618e-54,6.00048653853061e-52
ENSG00000155367,313.186292157559,-1.79469970054283,0.116723722351405,3.58626685445892e-54,6.53778647731576e-52
ENSG00000105835,11799.3850714056,-1.40361939628358,0.0914794344535105,5.89911796525264e-54,1.06885542888709e-51
ENSG00000173530,2130.76910824494,1.81256528241895,0.118228255452723,6.95867014820245e-54,1.25319323305355e-51
ENSG00000213512,113.115369484483,-9.80163379743529,0.668948898756722,1.397719627975e-53,2.50200233405283e-51
ENSG00000233461,199.573124988989,-1.4473113951984,0.0948638846758688,2.39564075142361e-53,4.26266257057201e-51
ENSG00000237807,270.532954750015,-4.26739076533194,0.282899589061576,2.65257729770158e-53,4.69174609530968e-51
ENSG00000178150,51.0443285534763,-4.54260874709986,0.301357684223828,3.48854152924409e-53,6.13384683677445e-51
ENSG00000204264,10188.0205055005,-1.99230116923092,0.13106938437632,3.80977401009911e-53,6.65926086529971e-51
ENSG00000088881,427.531465790067,-5.60326281283241,0.373358596533201,1.0585327471367e-52,1.83943278252439e-50
ENSG00000123130,1273.83480639186,-0.699532894905064,0.0467027902309066,7.80624497558126e-52,1.34861958982208e-49
ENSG00000188313,4621.34708823424,-1.41510525434966,0.0945203923356468,1.72751103476445e-51,2.9672248784986e-49
ENSG00000168807,3492.49563948305,-2.67738549465927,0.180349247048485,1.91961387277367e-51,3.27823713962469e-49
ENSG00000130707,77768.4542058533,-2.42542034616204,0.163045960643798,2.00842686828047e-51,3.41030882234024e-49
ENSG00000104870,4659.37528293866,1.61690112447097,0.108100365160559,2.41779744786936e-51,4.08209381610444e-49
ENSG00000159231,215.558594912911,-3.77174356988536,0.255397605620842,2.70090924968632e-51,4.53432307087169e-49
ENSG00000213516,597.58281557006,-1.72072042754503,0.115460779204543,5.12187994225101e-51,8.5503742968533e-49
ENSG00000101224,5006.29578750989,-2.73473144596139,0.185225760032913,5.83246572247134e-51,9.68221893537631e-49
ENSG00000214872,80.84346833054,-5.11527993961404,0.347255317983575,7.0308560263115e-51,1.15475896408473e-48
ENSG00000109107,8565.56262006773,2.31306768810274,0.156202689554475,7.03386749114376e-51,1.15475896408473e-48
ENSG00000016402,535.663625244872,2.34870287719362,0.158733283962337,7.72104602477905e-51,1.2606092451995e-48
ENSG00000123080,157.496425326909,2.70633981833261,0.183922164066423,1.27681479740246e-50,2.07325419151989e-48
ENSG00000133313,11157.6515760099,-1.17015942618838,0.0792283904199541,1.54765962730722e-50,2.49938618616489e-48
ENSG00000177181,897.601767403327,2.04102323014021,0.138110467281399,1.98734699269258e-50,3.19210896691135e-48
ENSG00000254287,695.073088812152,-12.2181315233057,0.841992139267355,2.93101465144845e-50,4.68253227783821e-48
ENSG00000100422,1773.72694576788,1.12431675729723,0.0765014760157285,3.63062564412976e-50,5.76920005429497e-48
ENSG00000277363,212.690137496103,3.68003231730338,0.252575391301964,5.00051649209691e-50,7.90374189163084e-48
ENSG00000169896,115.536956025077,3.14370401099425,0.215647037484141,5.52244981990126e-50,8.68251832795587e-48
ENSG00000160767,3534.25037968912,-1.33597384021143,0.0907575595433442,6.1058029453978e-50,9.54915444855241e-48
ENSG00000163644,128.198868176142,-3.56869551486115,0.245306530898562,7.00221087902398e-50,1.0893753731424e-47
ENSG00000198455,1049.9801246151,-1.24129603137164,0.0845187772410324,7.23533202450076e-50,1.11978068285438e-47
ENSG00000078081,1526.35604672254,-3.74898074780593,0.258046598721867,9.18771402068643e-50,1.4145747260347e-47
ENSG00000173080,82.7354104639504,3.91417469622401,0.269538428204761,1.02642072598923e-49,1.57216968416341e-47
ENSG00000165795,1297.26085387788,2.0856858572147,0.142469450580743,1.40467052096064e-49,2.14050177078694e-47
ENSG00000115963,1989.3483819436,-1.67311166418623,0.114377106354431,3.1361801213473e-49,4.75467307682832e-47
ENSG00000258521,254.601869946298,-6.7211672184253,0.469333251367588,7.34504108690034e-49,1.10790810100124e-46
ENSG00000188582,56.0095299711353,-6.21303287091194,0.432280584189647,7.58403796209081e-49,1.13818024264408e-46
ENSG00000169562,969.025356460054,2.32744668935625,0.160824048540783,9.55333434335782e-49,1.42292228642433e-46
ENSG00000156510,3546.24867271846,-2.18969570802759,0.151087414574277,9.57713132373773e-49,1.42292228642433e-46
ENSG00000151014,734.378520849322,-2.50174314448819,0.173638492488685,1.66966387151041e-48,2.46836129064338e-46
ENSG00000123609,1860.73609561058,-1.81278748855835,0.12499877849611,1.70625250063919e-48,2.50996500279671e-46
ENSG00000132963,4173.52344757705,-1.50635616638588,0.10388395897223,2.03828136282522e-48,2.9836222017907e-46
ENSG00000166165,21832.7985530587,3.503809292445,0.244848436215727,2.22939597730651e-48,3.24737752282662e-46
ENSG00000165125,1077.10824552021,-4.00336081895963,0.279832338366762,2.3636553416197e-48,3.4261472427429e-46
ENSG00000114450,41.1449841828185,-2.50035147583392,0.173955446432793,2.74768997511921e-48,3.96347609760521e-46
ENSG00000185745,401.07411709116,-5.59771548673408,0.393378343978112,9.52732479392958e-48,1.36765437802714e-45
ENSG00000141542,539.821705325621,2.23446882235129,0.156213378505963,1.33382712513061e-47,1.90551312611809e-45
ENSG00000121966,172.45499846582,4.81706034202122,0.339270411857088,1.48728974287107e-47,2.11458443585712e-45
ENSG00000229167,269.357891608649,3.10970628582166,0.21993318861804,3.18594663625488e-47,4.50811449030065e-45
ENSG00000100336,1300.45539699088,-8.03824218878038,0.583195447276423,4.40615567399047e-47,6.20516188875009e-45
ENSG00000205502,291.853217773666,-4.87478989488795,0.34523203066588,4.58302495279827e-47,6.42380124869814e-45
ENSG00000140057,247.371525360037,1.8733374398001,0.13132303654676,4.81032060152911e-47,6.71073599410505e-45
ENSG00000128917,1150.0209448871,-2.60548646105993,0.184365939733111,7.08939169349638e-47,9.84398477440397e-45
ENSG00000128849,130.670921805151,2.82638519632799,0.200526600816619,8.3241274329705e-47,1.15047184498009e-44
ENSG00000159261,57.2511290250299,-4.54764222285471,0.32356147181158,1.02677508498513e-46,1.41252878010802e-44
ENSG00000173193,17664.3935115564,-3.05214567854098,0.217359893810694,1.33601695699928e-46,1.82948128466514e-44
ENSG00000223865,1441.22652581275,-6.01689140729788,0.429066997784851,1.35227973668409e-46,1.84325653098935e-44
ENSG00000041880,2887.79780343337,-1.47583599780352,0.104009267621854,1.746921011935e-46,2.37030857852276e-44
ENSG00000241106,94.9841881776879,-4.42784419815304,0.316064367491101,1.86045044254677e-46,2.51287658637624e-44
ENSG00000185432,264.62745974294,2.53450138589751,0.180283402908443,2.31184584867587e-46,3.10843888657934e-44
ENSG00000228037,92.9446143405593,2.31807429354317,0.1646539882718,2.75925710102211e-46,3.69330291697622e-44
ENSG00000261618,81.4574086817448,-2.5161761490049,0.179161506718723,2.93332595099338e-46,3.90868971451876e-44
ENSG00000203985,119.315416694688,3.48866781407662,0.249798926771347,2.97333881273112e-46,3.94431976876363e-44
ENSG00000174032,695.603930835182,-2.00705959426703,0.142257298975065,3.51880395436105e-46,4.64716708905949e-44
ENSG00000168899,939.511817130508,-3.24928014326346,0.232784634793403,3.69021210132692e-46,4.85197577835972e-44
ENSG00000075399,926.332092371243,-3.28953970568064,0.235723758357792,3.76887461712693e-46,4.93357309462232e-44
ENSG00000183486,1176.21712268106,-3.74654475717455,0.269469991922697,6.89268866885855e-46,8.98316858750578e-44
ENSG00000132825,441.749650150491,-1.16877701195098,0.0833629296783154,7.71313457490013e-46,1.00085499516663e-43
ENSG00000104765,6582.57022247785,2.36370016755992,0.168973781726968,8.86663228506671e-46,1.14553034065547e-43
ENSG00000019144,1081.68551786203,2.1220591213295,0.152004859729384,2.24197379185667e-45,2.88399355952472e-43
ENSG00000125845,2409.47012910854,2.59222400268722,0.18665042117904,2.25891319346847e-45,2.89325885965153e-43
ENSG00000140968,5546.52858404037,-2.84285265994964,0.2052767914085,2.57113209753508e-45,3.27902104198519e-43
ENSG00000008516,523.369991772566,-3.9876690714924,0.289199746792893,3.49752714077291e-45,4.44141106786611e-43
ENSG00000251169,226.002087350067,1.51322953830932,0.108274964292116,3.69313694406848e-45,4.66985379970191e-43
ENSG00000224389,2468.64254947829,-4.84753897231434,0.351197161337044,3.88332983341489e-45,4.88954008474251e-43
ENSG00000176473,619.39550390304,-1.61248722311183,0.115549915104768,5.0448855629821e-45,6.32526474700477e-43
ENSG00000287263,307.100424647135,-3.86091344987518,0.282116765829391,1.42118842609065e-44,1.77439554963376e-42
ENSG00000129667,8530.22110315381,-2.15717808910995,0.15610951995841,1.51001920841432e-44,1.87741509531513e-42
ENSG00000198205,405.835819514557,-1.38918661788473,0.100227544300196,1.57490738988259e-44,1.94993221209838e-42
ENSG00000117724,1936.50589686467,2.31651978273551,0.168261542417568,2.15180058224669e-44,2.64217992981242e-42
ENSG00000099957,50.5368378667755,3.24444711188153,0.237414142061467,2.14795334411431e-44,2.64217992981242e-42
ENSG00000138646,165.554809919196,-4.19257122380679,0.30718583598446,2.56001205190984e-44,3.13048387335394e-42
ENSG00000136514,483.26336152209,-1.44836044877964,0.104836770073741,3.24968662401885e-44,3.95755893576722e-42
ENSG00000082497,259.612778510501,2.56354122017854,0.187151679153642,3.34814816277354e-44,4.06082541456391e-42
ENSG00000157782,58.0853576192457,3.88161961728792,0.285129523737078,3.8232827763676e-44,4.6182458414538e-42
ENSG00000143590,342.119572562838,2.48995173170619,0.181949908902186,4.63106289802106e-44,5.57133740950186e-42
ENSG00000168453,274.514452371972,2.42756391714337,0.177635932394869,6.84123783987025e-44,8.19707187144131e-42
ENSG00000167535,782.136011228358,1.84243653943579,0.134375254501688,1.21166069404505e-43,1.44596375596581e-41
ENSG00000188820,27.4792309515876,-6.30201147625004,0.467000107091535,1.4479509614881e-43,1.72103451282476e-41
ENSG00000160710,19290.612562908,-1.03930708653279,0.0766039914970435,2.25784229506883e-43,2.67297943418209e-41
ENSG00000163131,20169.314683072,-1.38061480337794,0.101052237624227,2.38088844511078e-43,2.80746429152646e-41
