gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000214872,80.84346833054,-6.1545566519969,0.380368496511866,9.3349465742389e-61,1.85952135758839e-58
ENSG00000168404,1766.07788744921,-2.07784047495166,0.127488631659079,1.0143859336647e-60,2.00681666492954e-58
ENSG00000128335,5834.37076922328,-3.27793522322593,0.203529368564613,2.93089765384044e-60,5.7589148186073e-58
ENSG00000151014,734.378520849322,-2.7837472962446,0.173003479345557,8.83879711112718e-60,1.72499875512025e-57
ENSG00000132274,10923.8813275624,-2.34246208453326,0.145275298070329,1.21989266294688e-59,2.36479058231932e-57
ENSG00000253838,869.439803376195,-12.5184331335936,0.789644515580989,4.7089590618545e-59,9.06757156950702e-57
ENSG00000181192,3089.17376342986,-1.16852510673722,0.0734122887577848,1.762211686731e-58,3.37084254036676e-56
ENSG00000168899,939.511817130508,-3.61515121473187,0.228717164601113,2.34995809360162e-58,4.46553878786772e-56
ENSG00000178685,3272.44912490181,-1.18882966466996,0.0753054865919855,1.33435639966984e-57,2.51905557176886e-55
ENSG00000188282,194.102563764252,-5.06299335379462,0.323277056631845,3.02711533936809e-57,5.67761035469531e-55
ENSG00000163131,20169.314683072,-1.55835113867138,0.0994065887721746,1.02732875558941e-56,1.91441056622222e-54
ENSG00000129673,149.653246050197,-5.18047460193,0.334825307376613,6.25747401034746e-56,1.15859538022356e-53
ENSG00000164136,111.444543433893,-2.81951154826506,0.181666086117579,7.02739792221934e-56,1.29286217570308e-53
ENSG00000261644,56.2842506251884,-6.05778024295247,0.391741586634444,8.35952374665706e-56,1.52820559429394e-53
ENSG00000132530,1287.79588468799,-4.33670998655799,0.282364834034531,2.14590419931402e-55,3.89825766622555e-53
ENSG00000160767,3534.25037968912,-1.38079518991651,0.089374024882912,2.35535070579767e-55,4.25199686164125e-53
ENSG00000100336,1300.45539699088,-8.74962226815018,0.573127579002324,3.13342425531415e-55,5.62147988760831e-53
ENSG00000008516,523.369991772566,-4.41867491477773,0.289321513799199,8.3274694470793e-55,1.48475695993481e-52
ENSG00000261512,1286.59956105658,-1.38125523428058,0.0901755609797984,1.8175436580394e-54,3.22073196434417e-52
ENSG00000261618,81.4574086817448,-5.19104338058426,0.340438558593797,1.98725843745037e-54,3.49999833581199e-52
ENSG00000287263,307.100424647135,-4.23158436295939,0.278893555716291,3.59138576414661e-54,6.2490112296151e-52
ENSG00000225415,83.696260038839,-3.79910829518349,0.250300831143019,3.57499746947974e-54,6.2490112296151e-52
ENSG00000170379,391.83323745169,-3.09299661411251,0.204427276643646,1.72734897058893e-53,2.98758968062819e-51
ENSG00000155962,58.4845293655862,-6.16261087255446,0.408360833870803,2.44694629176845e-53,4.20556899171169e-51
ENSG00000214212,30.7060736109572,-4.63745795941461,0.307968264216977,2.4606742819529e-53,4.20556899171169e-51
ENSG00000100784,1191.40278570259,-1.91727788061691,0.125968390550619,2.56652879443116e-53,4.36068339402056e-51
ENSG00000287839,356.635714781047,-2.46700794827797,0.163219456422143,7.25552197807481e-53,1.22554676499832e-50
ENSG00000117115,6838.31138888414,2.99316726855312,0.200498341659377,4.30301865159883e-52,7.22606922865003e-50
ENSG00000163629,2715.44843989915,-2.25003398525455,0.149795995617654,4.3934105888743e-52,7.33521800283498e-50
ENSG00000182108,328.053878720019,-2.40790348194422,0.160673490419068,5.64687161461776e-52,9.37380688026548e-50
ENSG00000213512,113.115369484483,-9.61005390494033,0.653800335719927,1.38212983183344e-51,2.28122503215298e-49
ENSG00000258521,254.601869946298,-7.19766663662192,0.487337871673011,1.57435459719829e-51,2.58373057872019e-49
ENSG00000026103,3054.31981172718,-1.63789937293652,0.109976465083427,2.14229346046304e-51,3.49593244700647e-49
ENSG00000137628,7591.23716318118,-3.49316283529346,0.237641380756633,6.16549928804279e-51,1.00047349121252e-48
ENSG00000152061,3825.58325790207,-1.76912881894548,0.119279691744181,7.38594547539637e-51,1.19181926877848e-48
ENSG00000137200,2514.76456915953,-1.07559771440877,0.0726824557192354,7.44138433652107e-51,1.19409413986708e-48
ENSG00000185499,26444.3518221297,-1.7711561774904,0.119480446995857,8.34679345775725e-51,1.33198222228652e-48
ENSG00000140464,8553.09021176803,-1.7808943231077,0.120142080530641,8.57798665176642e-51,1.36135476071221e-48
ENSG00000064932,12387.7235460016,-2.27306419097473,0.153408056407687,8.94806586362242e-51,1.41232751040913e-48
ENSG00000119537,2711.22126378875,-1.14331240971155,0.0774065776015289,9.02571419791463e-51,1.41684091789438e-48
ENSG00000254287,695.073088812152,-12.0755265483105,0.832161520856292,3.33748173008271e-50,5.21080120495723e-48
ENSG00000073331,2681.07877333288,-2.06006988486746,0.139869152799508,4.1821638036836e-50,6.49449566159124e-48
ENSG00000130775,287.063015813778,-2.54442824128306,0.173519087580766,5.28737228859634e-50,8.16686958202229e-48
ENSG00000230438,638.306294043702,-2.63047625163988,0.179828217502795,7.55554855159585e-50,1.16082161895901e-47
ENSG00000230836,314.340407260743,-6.72127148963739,0.46388695575071,1.38291751570077e-49,2.11344918113763e-47
ENSG00000072133,154.254484167389,1.8391638491352,0.125841358244444,2.04276374137751e-49,3.10543094241832e-47
ENSG00000100422,1773.72694576788,1.07654680422754,0.0739150651074587,2.33632928809332e-49,3.53311702394175e-47
ENSG00000268601,32.6300409251972,-4.09283588395457,0.284117412216437,3.16338763157749e-49,4.75892126825439e-47
ENSG00000159261,57.2511290250299,-5.84570250530297,0.405515044690278,5.71713041114883e-49,8.55614480806336e-47
ENSG00000129048,678.523775688358,-3.75446115035118,0.262971664143632,2.26820176567897e-48,3.37704844329234e-46
ENSG00000137824,1989.54517991667,-0.853104654308993,0.0591375598874615,3.02758952782619e-48,4.484558765217e-46
ENSG00000123815,1362.95945412891,-0.987478215421202,0.0686774103757577,4.727800033857e-48,6.96723347846558e-46
ENSG00000014257,588.359812024905,-3.94861525926945,0.278583930362174,9.0119337135192e-48,1.32132331665629e-45
ENSG00000164484,432.297004799647,-6.38004892403574,0.451234683101651,2.5806777261766e-47,3.76466138600428e-45
ENSG00000174032,695.603930835182,-1.98250049090467,0.13893024724649,3.36751136347333e-47,4.88779890565647e-45
ENSG00000183486,1176.21712268106,-3.70679167471643,0.264220764642923,7.98006280550409e-47,1.1524806703709e-44
ENSG00000225978,18.0612972520867,-3.58203660832513,0.256757856937952,2.67108715759841e-46,3.83839211244142e-44
ENSG00000101017,2206.10921004007,-1.94985606373799,0.138163137834129,3.12774268659408e-46,4.47236236433582e-44
ENSG00000289582,49.245795232902,-9.31386658903644,0.674819351173464,5.27685193501865e-46,7.50820646754082e-44
ENSG00000069974,1087.34928296429,-2.27433111489536,0.161883599888624,6.08707774463071e-46,8.6185859596036e-44
ENSG00000188582,56.0095299711353,-5.69225312349031,0.411260501213295,1.95359927844992e-45,2.75257373457305e-43
ENSG00000198900,10393.6474616527,-1.28188344765915,0.0924173709102438,2.89148985735106e-45,4.05426179804505e-43
ENSG00000128849,130.670921805151,2.74275225622415,0.199157870525976,1.21593472123695e-44,1.69666949218396e-42
ENSG00000268088,123.047229689622,-7.2611186440373,0.532028144104215,1.32989574315669e-44,1.84676483871816e-42
ENSG00000117834,277.663796290473,3.31993490962317,0.242490792274778,1.3588048808273e-44,1.87788134822085e-42
ENSG00000168461,790.483086733129,-3.60085886116221,0.263622282927758,1.50592627542514e-44,2.07129402568475e-42
ENSG00000103642,2289.14180630111,-1.29005610453903,0.0940715666867964,2.54035810720546e-44,3.47752149613851e-42
ENSG00000115604,161.020151257058,-2.84780429629215,0.207931390694044,2.82337453777815e-44,3.84671462967849e-42
ENSG00000123095,3954.56612552677,2.0586900975971,0.150299491496709,1.02631173148136e-43,1.39173652826796e-41
ENSG00000213886,44.1888193664611,-8.30148436122126,0.617694109677566,1.0729020579028e-43,1.44811696450768e-41
ENSG00000172780,264.722368995973,-1.35798164167741,0.100123846083449,2.02200105077664e-43,2.71644085351779e-41
ENSG00000104312,2469.88590870639,-1.39738725581317,0.103348602117195,3.73596326617323e-43,4.99581310093276e-41
ENSG00000146425,6012.38004103923,-1.34146687659614,0.0992868451433235,4.06233693311049e-43,5.40721382377711e-41
ENSG00000144712,68.5557242707897,-3.7451305979362,0.281062166719988,1.24506103284137e-42,1.6496487556234e-40
ENSG00000204642,9975.89834024201,-2.73483109535731,0.204259945413014,2.2967537706874e-42,3.02919798687374e-40
ENSG00000140968,5546.52858404037,-2.6818106314756,0.200830088382524,4.10339328950848e-42,5.38738235337104e-40
ENSG00000170271,261.949785239859,2.70284736168606,0.202460430124469,4.13169160694688e-42,5.39999006221962e-40
ENSG00000105205,25.8236044745712,-8.35382883913793,0.634808596362848,4.39638903833845e-42,5.72005860285441e-40
ENSG00000143390,3564.40757779228,-1.57282509809684,0.117886462459701,6.30517221823138e-42,8.16675310992804e-40
ENSG00000100902,839.18432451788,-1.55770555368052,0.116793380350623,6.42740490109389e-42,8.28790906978554e-40
ENSG00000234745,103024.537177468,-1.70321314845181,0.127478976687695,6.95647212444803e-42,8.93025514855808e-40
ENSG00000225492,69.5290229507016,-7.48487357115131,0.569189510520046,9.08565498856951e-42,1.16119494995505e-39
ENSG00000119522,2131.78326789563,-1.01507287460013,0.0763110124255806,1.37653483232356e-41,1.75153445360501e-39
ENSG00000106785,5106.92497489667,-1.07111945813355,0.0808447862324261,2.30014181487439e-41,2.9139164991593e-39
ENSG00000234127,4136.16478164917,-1.33919427925849,0.101434034310143,2.55802525199547e-41,3.22646294229857e-39
ENSG00000291237,33187.7029099033,-1.83407629040411,0.138103836389699,2.62484079584974e-41,3.29634354553582e-39
ENSG00000135334,2214.94613486948,-1.16443889669759,0.0881422948756033,2.83907397028347e-41,3.54537559430101e-39
ENSG00000128422,869.26206783297,-5.17379750233127,0.39438591826465,2.84769124040242e-41,3.54537559430101e-39
ENSG00000116514,7078.51405125159,-2.38847952229441,0.180473055345963,3.55432143663344e-41,4.40613821355023e-39
ENSG00000114450,41.1449841828185,-2.4563878917551,0.186773064619856,9.40970230528159e-41,1.16149504865707e-38
ENSG00000135114,2052.92077135392,-2.84140798968343,0.21710148392329,1.02626661661975e-40,1.26139084912531e-38
ENSG00000124201,7296.71926924512,-1.81077663694415,0.137675285026989,1.38266117769595e-40,1.69223667188856e-38
ENSG00000254087,4464.33977731606,-1.36022375126312,0.104119362493579,1.61548176918715e-40,1.96399990601034e-38
ENSG00000156273,5379.82767520992,-2.36525907368298,0.180235093288905,1.61830763616695e-40,1.96399990601034e-38
ENSG00000158516,67.1700195211086,-7.0055259509958,0.541271053761079,1.99753207916757e-40,2.41408855960988e-38
ENSG00000104432,118.855222290991,-2.46395928051951,0.188246825426295,2.12205224422496e-40,2.55388987592474e-38
ENSG00000104626,1967.3415842084,-1.33198717066784,0.102182531595293,2.32024901095485e-40,2.78083288101327e-38
ENSG00000131507,5462.147817288,-1.34331608615739,0.103113382912303,2.58136750745886e-40,3.08100078865462e-38
ENSG00000090539,201.624014525944,-9.41518831395577,0.735454770736139,3.35196577347812e-40,3.98428721815399e-38
ENSG00000238000,96.0530814826638,-2.36422373688622,0.180962173889301,3.4985924944443e-40,4.14153055776759e-38
ENSG00000177989,1699.48255972682,-3.46527430987253,0.269185103956942,6.23693898108931e-40,7.35296920529729e-38
ENSG00000135052,13932.9925566168,-0.967012288651551,0.0745295428580892,1.18955760071273e-39,1.39671470483685e-37
ENSG00000156515,8862.75845801914,-1.38274165094492,0.107729498807248,3.2521905480632e-39,3.80308792673107e-37
ENSG00000092010,12067.6376787425,-1.70218750038465,0.132146938271286,3.8523206822409e-39,4.48671091071961e-37
ENSG00000138646,165.554809919196,-4.03411240824731,0.317899510674331,4.46484104111579e-39,5.17921560769432e-37
ENSG00000159403,1693.87347798919,-2.92545191704836,0.22928710975735,6.30618021068149e-39,7.28590836821296e-37
ENSG00000104375,954.774193087314,-1.28189009638625,0.100366777759043,7.1617519405413e-39,8.24143597811135e-37
ENSG00000103534,5389.43444134654,-1.41233033799807,0.110621300239591,8.13327445408449e-39,9.32228171951494e-37
ENSG00000151023,67.7094771728204,-2.36875152449388,0.184956939487909,9.90135305569165e-39,1.13039795122766e-36
ENSG00000133328,124.102238080328,-3.48958083376151,0.276232066989853,1.32553497471481e-38,1.50735244919931e-36
